"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",626,6,33,"2025-03-29"
"@hyperweb/cli","hyperwebjs",125,0,4,"2025-03-29"
"hyperwebjs","hyperwebjs",1537,161,451,"2025-03-29"
"hyperweb-kit","hyperwebjs",125,2,4,"2025-03-29"
"@hyperweb/build","hyperwebjs",670,59,162,"2025-03-29"
"@hyperweb/ts-json-schema","hyperwebjs",263,1,15,"2025-03-29"
"interchainjs","interchain-js",21134,3637,7787,"2025-03-29"
"injectivejs","interchain-js",7219,142,565,"2025-03-29"
"@interchainjs/utils","interchain-js",23608,3513,9091,"2025-03-29"
"@interchainjs/types","interchain-js",23941,3502,9071,"2025-03-29"
"@interchainjs/auth","interchain-js",20505,3526,7563,"2025-03-29"
"@interchainjs/cosmos","interchain-js",21861,3623,7899,"2025-03-29"
"@interchainjs/cosmos-msgs","interchain-js",384,0,4,"2025-03-29"
"@interchainjs/cosmos-query","interchain-js",379,0,4,"2025-03-29"
"@interchainjs/ethereum","interchain-js",7603,423,1191,"2025-03-29"
"@interchainjs/injective","interchain-js",8479,451,1297,"2025-03-29"
"@interchainjs/cosmos-types","interchain-js",24075,3698,7988,"2025-03-29"
"@interchainjs/ethermint","interchain-js",796,0,39,"2025-03-29"
"injective-query","interchain-js",93,1,2,"2025-03-29"
"injective-react","interchain-js",2583,106,447,"2025-03-29"
"injective-vue","interchain-js",2242,91,385,"2025-03-29"
"interchain-react","interchain-js",1031,39,72,"2025-03-29"
"interchain-kit","cosmos-kit",6845,358,1181,"2025-03-29"
"@interchain-kit/core","cosmos-kit",18117,2921,6377,"2025-03-29"
"@interchain-kit/react","cosmos-kit",6845,478,1335,"2025-03-29"
"@interchain-kit/vue","cosmos-kit",1833,15,147,"2025-03-29"
"cosmos-kit","cosmos-kit",53800,1166,5049,"2025-03-29"
"@cosmos-kit/core","cosmos-kit",706216,8119,39203,"2025-03-29"
"@cosmos-kit/react","cosmos-kit",158407,3980,16870,"2025-03-29"
"@cosmos-kit/react-lite","cosmos-kit",191574,3801,16748,"2025-03-29"
"@cosmos-kit/walletconnect","cosmos-kit",532751,7110,35223,"2025-03-29"
"create-cosmos-app","create-cosmos-app",5894,84,362,"2025-03-29"
"create-interchain-app","create-cosmos-app",1222,15,69,"2025-03-29"
"@interchain-kit/okx-extension","interchain-kit-wallets",10354,2466,5145,"2025-03-29"
"@interchain-kit/mock-wallet","interchain-kit-wallets",4777,76,348,"2025-03-29"
"@interchain-kit/leap-extension","interchain-kit-wallets",10561,2504,5200,"2025-03-29"
"@interchain-kit/ledger","interchain-kit-wallets",5672,110,553,"2025-03-29"
"@interchain-kit/coin98-extension","interchain-kit-wallets",5744,92,582,"2025-03-29"
"@interchain-kit/leap-mobile","interchain-kit-wallets",5825,177,747,"2025-03-29"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",5556,28,458,"2025-03-29"
"@interchain-kit/keplr-extension","interchain-kit-wallets",10924,2541,5371,"2025-03-29"
"@interchain-kit/frontier-extension","interchain-kit-wallets",4063,77,510,"2025-03-29"
"@interchain-kit/station-extension","interchain-kit-wallets",4033,70,493,"2025-03-29"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",4163,202,634,"2025-03-29"
