"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",620,14,35,"2025-03-23"
"@hyperweb/cli","hyperwebjs",125,2,14,"2025-03-23"
"hyperwebjs","hyperwebjs",1399,132,494,"2025-03-23"
"hyperweb-kit","hyperwebjs",123,1,12,"2025-03-23"
"@hyperweb/build","hyperwebjs",632,46,161,"2025-03-23"
"@hyperweb/ts-json-schema","hyperwebjs",262,4,24,"2025-03-23"
"interchainjs","interchain-js",17575,3397,4360,"2025-03-23"
"injectivejs","interchain-js",7126,156,534,"2025-03-23"
"@interchainjs/utils","interchain-js",20198,4629,5953,"2025-03-23"
"@interchainjs/types","interchain-js",20544,4612,5970,"2025-03-23"
"@interchainjs/auth","interchain-js",17103,3286,4373,"2025-03-23"
"@interchainjs/cosmos","interchain-js",18363,3463,4584,"2025-03-23"
"@interchainjs/cosmos-msgs","interchain-js",384,3,5,"2025-03-23"
"@interchainjs/cosmos-query","interchain-js",379,3,5,"2025-03-23"
"@interchainjs/ethereum","interchain-js",7210,403,916,"2025-03-23"
"@interchainjs/injective","interchain-js",8054,426,965,"2025-03-23"
"@interchainjs/cosmos-types","interchain-js",20550,3440,4665,"2025-03-23"
"@interchainjs/ethermint","interchain-js",796,8,41,"2025-03-23"
"injective-query","interchain-js",92,0,1,"2025-03-23"
"injective-react","interchain-js",2490,120,433,"2025-03-23"
"injective-vue","interchain-js",2160,99,369,"2025-03-23"
"interchain-react","interchain-js",993,18,41,"2025-03-23"
"interchain-kit","cosmos-kit",6508,418,962,"2025-03-23"
"@interchain-kit/core","cosmos-kit",15228,3037,3632,"2025-03-23"
"@interchain-kit/react","cosmos-kit",6386,432,933,"2025-03-23"
"@interchain-kit/vue","cosmos-kit",1818,99,145,"2025-03-23"
"cosmos-kit","cosmos-kit",52959,1155,4918,"2025-03-23"
"@cosmos-kit/core","cosmos-kit",705167,10072,38882,"2025-03-23"
"@cosmos-kit/react","cosmos-kit",156327,5213,15399,"2025-03-23"
"@cosmos-kit/react-lite","cosmos-kit",189715,4758,15524,"2025-03-23"
"@cosmos-kit/walletconnect","cosmos-kit",530172,8579,35543,"2025-03-23"
"create-cosmos-app","create-cosmos-app",5879,171,302,"2025-03-23"
"create-interchain-app","create-cosmos-app",1207,15,61,"2025-03-23"
"@interchain-kit/okx-extension","interchain-kit-wallets",7897,2370,2720,"2025-03-23"
"@interchain-kit/mock-wallet","interchain-kit-wallets",4704,114,342,"2025-03-23"
"@interchain-kit/leap-extension","interchain-kit-wallets",8067,2361,2832,"2025-03-23"
"@interchain-kit/ledger","interchain-kit-wallets",5563,206,538,"2025-03-23"
"@interchain-kit/coin98-extension","interchain-kit-wallets",5654,238,592,"2025-03-23"
"@interchain-kit/leap-mobile","interchain-kit-wallets",5649,247,601,"2025-03-23"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",5528,177,524,"2025-03-23"
"@interchain-kit/keplr-extension","interchain-kit-wallets",8395,2492,2967,"2025-03-23"
"@interchain-kit/frontier-extension","interchain-kit-wallets",3988,206,465,"2025-03-23"
"@interchain-kit/station-extension","interchain-kit-wallets",3963,185,454,"2025-03-23"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",3962,196,464,"2025-03-23"
"@interchain-kit/galaxy-station-extension","interchain-kit-wallets",4037,200,478,"2025-03-23"
"@interchain-kit/cosmos-extension-metamask","interchain-kit-wallets",3117,316,598,"2025-03-23"
"@interchain-kit/trust-extension","interchain-kit-wallets",2698,169,382,"2025-03-23"
"@interchain-kit/leap-cosmos-extension-metamask","interchain-kit-wallets",2994,344,624,"2025-03-23"
"@interchain-kit/xdefi-extension","interchain-kit-wallets",1580,92,196,"2025-03-23"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",58934,644,2596,"2025-03-23"
"@cosmos-kit/ledger","cosmos-kit-wallets",68525,1565,6009,"2025-03-23"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",43953,1832,6882,"2025-03-23"
"@cosmos-kit/fin","cosmos-kit-wallets",62607,1995,7506,"2025-03-23"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",64502,1531,5665,"2025-03-23"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",377620,5774,25227,"2025-03-23"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",340097,5722,24174,"2025-03-23"
"@cosmos-kit/shell","cosmos-kit-wallets",60894,1325,5222,"2025-03-23"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",5779,34,233,"2025-03-23"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",444405,6706,27483,"2025-03-23"
"@cosmos-kit/vectis","cosmos-kit-wallets",71440,806,3007,"2025-03-23"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",67102,1995,7518,"2025-03-23"
"@cosmos-kit/ninji","cosmos-kit-wallets",11264,115,501,"2025-03-23"
"@cosmos-kit/station-extension","cosmos-kit-wallets",370808,4504,20704,"2025-03-23"
"@cosmos-kit/coin98","cosmos-kit-wallets",64889,1535,5686,"2025-03-23"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",497895,8191,32660,"2025-03-23"
"@cosmos-kit/exodus","cosmos-kit-wallets",59145,1602,5391,"2025-03-23"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",330716,5656,23974,"2025-03-23"
"@cosmos-kit/leap","cosmos-kit-wallets",477992,8483,32763,"2025-03-23"
"@cosmos-kit/xdefi","cosmos-kit-wallets",367049,4667,20889,"2025-03-23"
"@cosmos-kit/web3auth","cosmos-kit-wallets",25359,552,2771,"2025-03-23"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",5732,92,232,"2025-03-23"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",423525,6581,26677,"2025-03-23"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",61483,1419,5340,"2025-03-23"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",419198,6355,25971,"2025-03-23"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",70442,687,2828,"2025-03-23"
"@cosmos-kit/station","cosmos-kit-wallets",370332,4468,20646,"2025-03-23"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",60393,1606,5572,"2025-03-23"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",468885,7504,30804,"2025-03-23"
"@cosmos-kit/initia","cosmos-kit-wallets",5310,65,134,"2025-03-23"
"@cosmos-kit/frontier","cosmos-kit-wallets",58029,764,2710,"2025-03-23"
"@cosmos-kit/trust","cosmos-kit-wallets",339089,5766,24183,"2025-03-23"
"@cosmos-kit/compass","cosmos-kit-wallets",67021,1508,5745,"2025-03-23"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",494012,8356,33871,"2025-03-23"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",515594,8601,34602,"2025-03-23"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",12112,118,514,"2025-03-23"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",72245,1508,5736,"2025-03-23"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",382911,5002,21634,"2025-03-23"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",333923,4727,20851,"2025-03-23"
