"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",605,8,35,"2025-03-11"
"@hyperweb/cli","hyperwebjs",123,2,13,"2025-03-11"
"hyperwebjs","hyperwebjs",1162,54,545,"2025-03-11"
"hyperweb-kit","hyperwebjs",122,0,13,"2025-03-11"
"@hyperweb/build","hyperwebjs",558,42,344,"2025-03-11"
"@hyperweb/ts-json-schema","hyperwebjs",254,5,148,"2025-03-11"
"interchainjs","interchain-js",13708,248,2296,"2025-03-11"
"injectivejs","interchain-js",7040,41,875,"2025-03-11"
"@interchainjs/utils","interchain-js",15029,249,3376,"2025-03-11"
"@interchainjs/types","interchain-js",15391,256,3456,"2025-03-11"
"@interchainjs/auth","interchain-js",13322,172,2640,"2025-03-11"
"@interchainjs/cosmos","interchain-js",14303,183,2620,"2025-03-11"
"@interchainjs/cosmos-msgs","interchain-js",381,1,3,"2025-03-11"
"@interchainjs/cosmos-query","interchain-js",376,1,3,"2025-03-11"
"@interchainjs/ethereum","interchain-js",6585,89,1089,"2025-03-11"
"@interchainjs/injective","interchain-js",7358,93,1148,"2025-03-11"
"@interchainjs/cosmos-types","interchain-js",16562,259,3258,"2025-03-11"
"@interchainjs/ethermint","interchain-js",761,1,9,"2025-03-11"
"injective-query","interchain-js",92,1,3,"2025-03-11"
"injective-react","interchain-js",2257,22,715,"2025-03-11"
"injective-vue","interchain-js",1956,19,660,"2025-03-11"
"interchain-react","interchain-js",970,4,37,"2025-03-11"
"interchain-kit","cosmos-kit",5981,266,1077,"2025-03-11"
"@interchain-kit/core","cosmos-kit",12008,211,2169,"2025-03-11"
"@interchain-kit/react","cosmos-kit",5825,195,1102,"2025-03-11"
"@interchain-kit/vue","cosmos-kit",1697,9,294,"2025-03-11"
"cosmos-kit","cosmos-kit",51395,1318,4801,"2025-03-11"
"@cosmos-kit/core","cosmos-kit",705433,8872,36683,"2025-03-11"
"@cosmos-kit/react","cosmos-kit",152686,3180,11766,"2025-03-11"
"@cosmos-kit/react-lite","cosmos-kit",186617,3278,12694,"2025-03-11"
"@cosmos-kit/walletconnect","cosmos-kit",526090,8201,33999,"2025-03-11"
"create-cosmos-app","create-cosmos-app",5788,82,147,"2025-03-11"
"create-interchain-app","create-cosmos-app",1188,22,55,"2025-03-11"
"@interchain-kit/okx-extension","interchain-kit-wallets",5491,163,975,"2025-03-11"
"@interchain-kit/mock-wallet","interchain-kit-wallets",4561,126,802,"2025-03-11"
"@interchain-kit/leap-extension","interchain-kit-wallets",5612,195,1125,"2025-03-11"
"@interchain-kit/ledger","interchain-kit-wallets",5320,151,932,"2025-03-11"
"@interchain-kit/coin98-extension","interchain-kit-wallets",5377,173,965,"2025-03-11"
"@interchain-kit/leap-mobile","interchain-kit-wallets",5347,161,963,"2025-03-11"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",5300,151,976,"2025-03-11"
"@interchain-kit/keplr-extension","interchain-kit-wallets",5805,198,1117,"2025-03-11"
"@interchain-kit/frontier-extension","interchain-kit-wallets",3747,116,826,"2025-03-11"
"@interchain-kit/station-extension","interchain-kit-wallets",3739,113,824,"2025-03-11"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",3729,120,824,"2025-03-11"
