"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",605,9,35,"2025-03-10"
"@hyperweb/cli","hyperwebjs",122,1,12,"2025-03-10"
"hyperwebjs","hyperwebjs",1157,58,540,"2025-03-10"
"hyperweb-kit","hyperwebjs",122,1,13,"2025-03-10"
"@hyperweb/build","hyperwebjs",555,41,341,"2025-03-10"
"@hyperweb/ts-json-schema","hyperwebjs",253,4,147,"2025-03-10"
"interchainjs","interchain-js",13688,312,2306,"2025-03-10"
"injectivejs","interchain-js",7051,116,880,"2025-03-10"
"@interchainjs/utils","interchain-js",14995,409,3375,"2025-03-10"
"@interchainjs/types","interchain-js",15351,419,3448,"2025-03-10"
"@interchainjs/auth","interchain-js",13286,280,2641,"2025-03-10"
"@interchainjs/cosmos","interchain-js",14266,281,2620,"2025-03-10"
"@interchainjs/cosmos-msgs","interchain-js",380,0,2,"2025-03-10"
"@interchainjs/cosmos-query","interchain-js",375,0,2,"2025-03-10"
"@interchainjs/ethereum","interchain-js",6571,147,1089,"2025-03-10"
"@interchainjs/injective","interchain-js",7356,156,1176,"2025-03-10"
"@interchainjs/cosmos-types","interchain-js",16523,377,3259,"2025-03-10"
"@interchainjs/ethermint","interchain-js",760,0,8,"2025-03-10"
"injective-query","interchain-js",92,1,3,"2025-03-10"
"injective-react","interchain-js",2254,98,724,"2025-03-10"
"injective-vue","interchain-js",1954,84,665,"2025-03-10"
"interchain-react","interchain-js",969,3,40,"2025-03-10"
"interchain-kit","cosmos-kit",5973,266,1074,"2025-03-10"
"@interchain-kit/core","cosmos-kit",11998,207,2181,"2025-03-10"
"@interchain-kit/react","cosmos-kit",5748,124,1030,"2025-03-10"
"@interchain-kit/vue","cosmos-kit",1695,8,296,"2025-03-10"
"cosmos-kit","cosmos-kit",51199,1311,4775,"2025-03-10"
"@cosmos-kit/core","cosmos-kit",704493,9382,36163,"2025-03-10"
"@cosmos-kit/react","cosmos-kit",152217,3384,11557,"2025-03-10"
"@cosmos-kit/react-lite","cosmos-kit",186160,3435,12369,"2025-03-10"
"@cosmos-kit/walletconnect","cosmos-kit",525176,8567,33573,"2025-03-10"
"create-cosmos-app","create-cosmos-app",5787,81,146,"2025-03-10"
"create-interchain-app","create-cosmos-app",1186,20,55,"2025-03-10"
"@interchain-kit/okx-extension","interchain-kit-wallets",5489,163,977,"2025-03-10"
"@interchain-kit/mock-wallet","interchain-kit-wallets",4560,125,804,"2025-03-10"
"@interchain-kit/leap-extension","interchain-kit-wallets",5604,195,1122,"2025-03-10"
"@interchain-kit/ledger","interchain-kit-wallets",5315,148,930,"2025-03-10"
"@interchain-kit/coin98-extension","interchain-kit-wallets",5365,164,956,"2025-03-10"
"@interchain-kit/leap-mobile","interchain-kit-wallets",5342,160,959,"2025-03-10"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",5299,154,976,"2025-03-10"
"@interchain-kit/keplr-extension","interchain-kit-wallets",5798,198,1113,"2025-03-10"
"@interchain-kit/frontier-extension","interchain-kit-wallets",3693,64,774,"2025-03-10"
"@interchain-kit/station-extension","interchain-kit-wallets",3686,64,772,"2025-03-10"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",3675,68,775,"2025-03-10"
"@interchain-kit/galaxy-station-extension","interchain-kit-wallets",3746,70,826,"2025-03-10"
"@interchain-kit/cosmos-extension-metamask","interchain-kit-wallets",2693,73,793,"2025-03-10"
"@interchain-kit/trust-extension","interchain-kit-wallets",2455,51,733,"2025-03-10"
"@interchain-kit/leap-cosmos-extension-metamask","interchain-kit-wallets",2575,80,807,"2025-03-10"
"@interchain-kit/xdefi-extension","interchain-kit-wallets",1444,31,456,"2025-03-10"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",58857,694,2332,"2025-03-10"
"@cosmos-kit/ledger","cosmos-kit-wallets",66420,1469,5291,"2025-03-10"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",40965,1740,5552,"2025-03-10"
"@cosmos-kit/fin","cosmos-kit-wallets",59747,1697,6324,"2025-03-10"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",62686,1340,4924,"2025-03-10"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",370722,6075,25228,"2025-03-10"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",331396,5837,24219,"2025-03-10"
"@cosmos-kit/shell","cosmos-kit-wallets",59173,1232,4656,"2025-03-10"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",5635,38,171,"2025-03-10"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",439105,6439,26660,"2025-03-10"
"@cosmos-kit/vectis","cosmos-kit-wallets",71776,811,2613,"2025-03-10"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",64650,1705,6347,"2025-03-10"
"@cosmos-kit/ninji","cosmos-kit-wallets",11038,126,452,"2025-03-10"
"@cosmos-kit/station-extension","cosmos-kit-wallets",363810,5046,21304,"2025-03-10"
"@cosmos-kit/coin98","cosmos-kit-wallets",63049,1352,4941,"2025-03-10"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",490811,7969,31003,"2025-03-10"
"@cosmos-kit/exodus","cosmos-kit-wallets",57052,1172,4297,"2025-03-10"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",321842,5483,23863,"2025-03-10"
"@cosmos-kit/leap","cosmos-kit-wallets",470173,7903,30687,"2025-03-10"
"@cosmos-kit/xdefi","cosmos-kit-wallets",362186,5102,21649,"2025-03-10"
"@cosmos-kit/web3auth","cosmos-kit-wallets",25204,831,2750,"2025-03-10"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",5581,33,129,"2025-03-10"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",418543,6355,25980,"2025-03-10"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",59677,1242,4687,"2025-03-10"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",414321,6076,25389,"2025-03-10"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",70810,782,2549,"2025-03-10"
"@cosmos-kit/station","cosmos-kit-wallets",363379,5092,21335,"2025-03-10"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",58329,1265,4734,"2025-03-10"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",461476,7453,29695,"2025-03-10"
"@cosmos-kit/initia","cosmos-kit-wallets",5203,8,38,"2025-03-10"
"@cosmos-kit/frontier","cosmos-kit-wallets",57804,689,2328,"2025-03-10"
"@cosmos-kit/trust","cosmos-kit-wallets",330456,5830,24156,"2025-03-10"
"@cosmos-kit/compass","cosmos-kit-wallets",65135,1318,5023,"2025-03-10"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",486168,8159,31886,"2025-03-10"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",507891,8415,32466,"2025-03-10"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",11889,129,481,"2025-03-10"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",70785,1323,5244,"2025-03-10"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",378592,5275,22102,"2025-03-10"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",328756,5028,21223,"2025-03-10"
"@cosmos-kit/omni","cosmos-kit-wallets",66705,1497,5276,"2025-03-10"
"@cosmos-kit/keplr","cosmos-kit-wallets",486148,8328,31966,"2025-03-10"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",68610,1452,5264,"2025-03-10"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",446569,7064,28957,"2025-03-10"
"@cosmwasm/ts-codegen","cosmwasm",992360,11356,48439,"2025-03-10"
"@cosmwasm/ts-codegen-types","cosmwasm",44564,375,1690,"2025-03-10"
"@cosmwasm/ts-codegen-ast","cosmwasm",45187,363,1734,"2025-03-10"
"wasm-ast-types","cosmwasm",945153,10903,46203,"2025-03-10"
