"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",608,3,28,"2025-03-20"
"@hyperweb/cli","hyperwebjs",125,2,14,"2025-03-20"
"hyperwebjs","hyperwebjs",1346,175,502,"2025-03-20"
"hyperweb-kit","hyperwebjs",123,1,13,"2025-03-20"
"@hyperweb/build","hyperwebjs",600,31,182,"2025-03-20"
"@hyperweb/ts-json-schema","hyperwebjs",262,4,27,"2025-03-20"
"interchainjs","interchain-js",15420,1626,2560,"2025-03-20"
"injectivejs","interchain-js",7056,151,504,"2025-03-20"
"@interchainjs/utils","interchain-js",17545,2390,3625,"2025-03-20"
"@interchainjs/types","interchain-js",17952,2434,3705,"2025-03-20"
"@interchainjs/auth","interchain-js",15014,1562,2615,"2025-03-20"
"@interchainjs/cosmos","interchain-js",16175,1749,2742,"2025-03-20"
"@interchainjs/cosmos-msgs","interchain-js",384,3,5,"2025-03-20"
"@interchainjs/cosmos-query","interchain-js",379,3,5,"2025-03-20"
"@interchainjs/ethereum","interchain-js",7066,445,884,"2025-03-20"
"@interchainjs/injective","interchain-js",7853,458,893,"2025-03-20"
"@interchainjs/cosmos-types","interchain-js",18324,1631,2854,"2025-03-20"
"@interchainjs/ethermint","interchain-js",796,8,42,"2025-03-20"
"injective-query","interchain-js",92,0,2,"2025-03-20"
"injective-react","interchain-js",2419,156,404,"2025-03-20"
"injective-vue","interchain-js",2102,142,354,"2025-03-20"
"interchain-react","interchain-js",991,21,52,"2025-03-20"
"interchain-kit","cosmos-kit",6315,327,985,"2025-03-20"
"@interchain-kit/core","cosmos-kit",13254,1175,2161,"2025-03-20"
"@interchain-kit/react","cosmos-kit",6262,385,1078,"2025-03-20"
"@interchain-kit/vue","cosmos-kit",1810,94,165,"2025-03-20"
"cosmos-kit","cosmos-kit",52608,1246,4853,"2025-03-20"
"@cosmos-kit/core","cosmos-kit",705524,10121,38992,"2025-03-20"
"@cosmos-kit/react","cosmos-kit",155259,4915,14633,"2025-03-20"
"@cosmos-kit/react-lite","cosmos-kit",189159,4677,15285,"2025-03-20"
"@cosmos-kit/walletconnect","cosmos-kit",529617,9043,36120,"2025-03-20"
"create-cosmos-app","create-cosmos-app",5734,22,161,"2025-03-20"
"create-interchain-app","create-cosmos-app",1207,21,69,"2025-03-20"
"@interchain-kit/okx-extension","interchain-kit-wallets",6470,945,1544,"2025-03-20"
"@interchain-kit/mock-wallet","interchain-kit-wallets",4691,108,418,"2025-03-20"
"@interchain-kit/leap-extension","interchain-kit-wallets",6613,947,1616,"2025-03-20"
"@interchain-kit/ledger","interchain-kit-wallets",5537,184,725,"2025-03-20"
"@interchain-kit/coin98-extension","interchain-kit-wallets",5594,180,751,"2025-03-20"
"@interchain-kit/leap-mobile","interchain-kit-wallets",5585,199,748,"2025-03-20"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",5463,127,699,"2025-03-20"
"@interchain-kit/keplr-extension","interchain-kit-wallets",6888,1028,1716,"2025-03-20"
"@interchain-kit/frontier-extension","interchain-kit-wallets",3920,139,588,"2025-03-20"
"@interchain-kit/station-extension","interchain-kit-wallets",3911,134,585,"2025-03-20"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",3901,136,578,"2025-03-20"
"@interchain-kit/galaxy-station-extension","interchain-kit-wallets",3974,139,605,"2025-03-20"
"@interchain-kit/cosmos-extension-metamask","interchain-kit-wallets",2914,116,545,"2025-03-20"
"@interchain-kit/trust-extension","interchain-kit-wallets",2638,110,490,"2025-03-20"
"@interchain-kit/leap-cosmos-extension-metamask","interchain-kit-wallets",2791,145,609,"2025-03-20"
"@interchain-kit/xdefi-extension","interchain-kit-wallets",1572,86,239,"2025-03-20"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",58926,829,2554,"2025-03-20"
"@cosmos-kit/ledger","cosmos-kit-wallets",68117,1704,5901,"2025-03-20"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",43251,1661,6876,"2025-03-20"
"@cosmos-kit/fin","cosmos-kit-wallets",62113,2083,7624,"2025-03-20"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",64076,1584,5485,"2025-03-20"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",376405,6021,25927,"2025-03-20"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",338276,6051,24542,"2025-03-20"
"@cosmos-kit/shell","cosmos-kit-wallets",60523,1381,5097,"2025-03-20"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",5777,88,267,"2025-03-20"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",443460,7072,27816,"2025-03-20"
"@cosmos-kit/vectis","cosmos-kit-wallets",71383,794,2718,"2025-03-20"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",66739,2084,7643,"2025-03-20"
"@cosmos-kit/ninji","cosmos-kit-wallets",11184,89,491,"2025-03-20"
