"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",653,8,48,"2025-04-10"
"@hyperweb/cli","hyperwebjs",131,5,8,"2025-04-10"
"hyperwebjs","hyperwebjs",1640,71,478,"2025-04-10"
"hyperweb-kit","hyperwebjs",130,5,8,"2025-04-10"
"@hyperweb/build","hyperwebjs",761,64,203,"2025-04-10"
"@hyperweb/ts-json-schema","hyperwebjs",271,5,17,"2025-04-10"
"interchainjs","interchain-js",27542,4146,13836,"2025-04-10"
"injectivejs","interchain-js",7274,145,569,"2025-04-10"
"@interchainjs/utils","interchain-js",31382,4914,16353,"2025-04-10"
"@interchainjs/types","interchain-js",31593,4820,16202,"2025-04-10"
"@interchainjs/auth","interchain-js",27054,4246,13732,"2025-04-10"
"@interchainjs/cosmos","interchain-js",28463,4260,14160,"2025-04-10"
"@interchainjs/cosmos-msgs","interchain-js",400,4,19,"2025-04-10"
"@interchainjs/cosmos-query","interchain-js",391,0,15,"2025-04-10"
"@interchainjs/ethereum","interchain-js",8996,748,2411,"2025-04-10"
"@interchainjs/injective","interchain-js",9945,753,2587,"2025-04-10"
"@interchainjs/cosmos-types","interchain-js",32027,5007,15465,"2025-04-10"
"@interchainjs/ethermint","interchain-js",838,10,77,"2025-04-10"
"injective-query","interchain-js",97,1,5,"2025-04-10"
"injective-react","interchain-js",2765,114,508,"2025-04-10"
"injective-vue","interchain-js",2356,76,400,"2025-04-10"
"interchain-react","interchain-js",1065,21,95,"2025-04-10"
"interchain-kit","cosmos-kit",7263,331,1284,"2025-04-10"
"@interchain-kit/core","cosmos-kit",24495,4099,12487,"2025-04-10"
"@interchain-kit/react","cosmos-kit",9230,1652,3405,"2025-04-10"
"@interchain-kit/vue","cosmos-kit",2078,124,381,"2025-04-10"
"cosmos-kit","cosmos-kit",54524,1016,4862,"2025-04-10"
"@cosmos-kit/core","cosmos-kit",712133,9229,39111,"2025-04-10"
"@cosmos-kit/react","cosmos-kit",160427,3950,17651,"2025-04-10"
"@cosmos-kit/react-lite","cosmos-kit",194529,3842,17317,"2025-04-10"
"@cosmos-kit/walletconnect","cosmos-kit",540039,7287,33590,"2025-04-10"
"create-cosmos-app","create-cosmos-app",5605,103,450,"2025-04-10"
"create-interchain-app","create-cosmos-app",1219,10,52,"2025-04-10"
"@interchain-kit/okx-extension","interchain-kit-wallets",14809,2870,9318,"2025-04-10"
"@interchain-kit/mock-wallet","interchain-kit-wallets",5134,221,573,"2025-04-10"
"@interchain-kit/leap-extension","interchain-kit-wallets",15071,2896,9459,"2025-04-10"
"@interchain-kit/ledger","interchain-kit-wallets",6040,228,720,"2025-04-10"
"@interchain-kit/coin98-extension","interchain-kit-wallets",6218,327,841,"2025-04-10"
"@interchain-kit/leap-mobile","interchain-kit-wallets",6263,286,916,"2025-04-10"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",6068,358,768,"2025-04-10"
"@interchain-kit/keplr-extension","interchain-kit-wallets",15636,3068,9831,"2025-04-10"
"@interchain-kit/frontier-extension","interchain-kit-wallets",4490,309,743,"2025-04-10"
"@interchain-kit/station-extension","interchain-kit-wallets",4474,322,735,"2025-04-10"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",6281,1443,2552,"2025-04-10"
"@interchain-kit/galaxy-station-extension","interchain-kit-wallets",4539,313,743,"2025-04-10"
"@interchain-kit/cosmos-extension-metamask","interchain-kit-wallets",4142,395,1446,"2025-04-10"
"@interchain-kit/trust-extension","interchain-kit-wallets",3192,296,700,"2025-04-10"
"@interchain-kit/leap-cosmos-extension-metamask","interchain-kit-wallets",3999,379,1386,"2025-04-10"
"@interchain-kit/xdefi-extension","interchain-kit-wallets",1878,163,412,"2025-04-10"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",58466,759,3021,"2025-04-10"
"@cosmos-kit/ledger","cosmos-kit-wallets",70546,1513,6503,"2025-04-10"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",46427,956,6195,"2025-04-10"
"@cosmos-kit/fin","cosmos-kit-wallets",64170,1225,6628,"2025-04-10"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",65631,1301,5753,"2025-04-10"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",386814,4565,21390,"2025-04-10"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",350229,5035,22318,"2025-04-10"
"@cosmos-kit/shell","cosmos-kit-wallets",62226,1120,5351,"2025-04-10"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",5982,42,309,"2025-04-10"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",454107,5948,26900,"2025-04-10"
"@cosmos-kit/vectis","cosmos-kit-wallets",70199,756,3127,"2025-04-10"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",68344,1257,6572,"2025-04-10"
"@cosmos-kit/ninji","cosmos-kit-wallets",11656,184,612,"2025-04-10"
"@cosmos-kit/station-extension","cosmos-kit-wallets",378650,3917,17862,"2025-04-10"
"@cosmos-kit/coin98","cosmos-kit-wallets",65991,1276,5744,"2025-04-10"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",509242,6950,31675,"2025-04-10"
"@cosmos-kit/exodus","cosmos-kit-wallets",60778,1327,5829,"2025-04-10"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",341438,5145,22105,"2025-04-10"
"@cosmos-kit/leap","cosmos-kit-wallets",489569,7199,32092,"2025-04-10"
"@cosmos-kit/xdefi","cosmos-kit-wallets",374667,3902,18519,"2025-04-10"
"@cosmos-kit/web3auth","cosmos-kit-wallets",25064,423,2286,"2025-04-10"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",5971,38,388,"2025-04-10"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",432348,5876,25792,"2025-04-10"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",62821,1201,5482,"2025-04-10"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",428135,5660,25041,"2025-04-10"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",69477,760,3138,"2025-04-10"
"@cosmos-kit/station","cosmos-kit-wallets",378111,3874,17715,"2025-04-10"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",62005,1293,5807,"2025-04-10"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",480217,6261,29050,"2025-04-10"
"@cosmos-kit/initia","cosmos-kit-wallets",5523,39,319,"2025-04-10"
"@cosmos-kit/frontier","cosmos-kit-wallets",57604,757,3142,"2025-04-10"
"@cosmos-kit/trust","cosmos-kit-wallets",349284,5206,22546,"2025-04-10"
"@cosmos-kit/compass","cosmos-kit-wallets",68106,1290,5811,"2025-04-10"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",505523,6903,31922,"2025-04-10"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",527638,7346,33324,"2025-04-10"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",12562,192,667,"2025-04-10"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",73139,1272,5783,"2025-04-10"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",390206,4237,19850,"2025-04-10"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",340835,3625,16885,"2025-04-10"
"@cosmos-kit/omni","cosmos-kit-wallets",68913,1384,6112,"2025-04-10"
"@cosmos-kit/keplr","cosmos-kit-wallets",505927,7382,33634,"2025-04-10"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",70778,1391,6148,"2025-04-10"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",472600,5962,28481,"2025-04-10"
"@cosmwasm/ts-codegen","cosmwasm",1006562,10241,48979,"2025-04-10"
"@cosmwasm/ts-codegen-types","cosmwasm",46429,417,1827,"2025-04-10"
"@cosmwasm/ts-codegen-ast","cosmwasm",47155,417,1930,"2025-04-10"
"wasm-ast-types","cosmwasm",958018,9593,46082,"2025-04-10"
"cosmwasm-typescript-gen","cosmwasm",5511,27,232,"2025-04-10"
"@interchain-ui/react","interchain-ui",171654,5722,21105,"2025-04-10"
"@interchain-ui/vue","interchain-ui",7787,112,502,"2025-04-10"
"@cosmology/telescope","telescope",450220,5554,25943,"2025-04-10"
"@cosmology/lcd","telescope",521658,8207,35108,"2025-04-10"
"@cosmology/ast","telescope",519634,8764,39218,"2025-04-10"
"@cosmology/types","telescope",718022,11750,52593,"2025-04-10"
"@cosmology/utils","telescope",718429,11723,52610,"2025-04-10"
"@cosmology/proto-parser","telescope",717646,11761,52601,"2025-04-10"
"@osmonauts/telescope","telescope",221085,713,6872,"2025-04-10"
"@osmonauts/lcd","telescope",1049224,28608,123723,"2025-04-10"
"@osmonauts/ast","telescope",219599,709,6365,"2025-04-10"
"@osmonauts/utils","telescope",210450,1028,6481,"2025-04-10"
"@osmonauts/types","telescope",220846,702,5843,"2025-04-10"
"@osmonauts/proto-parser","telescope",221683,717,6011,"2025-04-10"
"@dydxprotocol/v4-client-js","dydx",261448,24778,101240,"2025-04-10"
"stargazejs","stargaze",6673,50,268,"2025-04-10"
"@stargaze-zone/chain","stargaze",805,7,83,"2025-04-10"
"@stargaze-zone/contracts","stargaze",925,5,93,"2025-04-10"
"stargaze-query","stargaze",1589,3,76,"2025-04-10"
"stridejs","stride",20901,116,367,"2025-04-10"
"quicksilverjs","quicksilver",4567,9,154,"2025-04-10"
"juno-network","juno",17571,55,370,"2025-04-10"
"@juno-network/assets","juno",1494,5,125,"2025-04-10"
"@osmonauts/math","osmosis",29381,261,1553,"2025-04-10"
"osmojs","osmosis",324145,3519,16432,"2025-04-10"
"osmo-query","osmosis",22378,504,1762,"2025-04-10"
"@chain-registry/client","chain-registry",657820,12114,53126,"2025-04-10"
"@chain-registry/types","chain-registry",2378192,35770,162472,"2025-04-10"
"@chain-registry/keplr","chain-registry",1046354,13336,64545,"2025-04-10"
"@chain-registry/cosmostation","chain-registry",845313,9722,48128,"2025-04-10"
"@chain-registry/osmosis","chain-registry",88160,1001,6284,"2025-04-10"
"@chain-registry/juno","chain-registry",42775,779,5024,"2025-04-10"
"@chain-registry/assets","chain-registry",66392,970,7189,"2025-04-10"
"@chain-registry/utils","chain-registry",828346,13213,57642,"2025-04-10"
"chain-registry","chain-registry",1024238,14399,62758,"2025-04-10"
"cosmjs-utils","cosmology",20841,295,1460,"2025-04-10"
"@cosmology/cli","cosmology",5913,90,1004,"2025-04-10"
"@cosmology/core","cosmology",17508,244,1438,"2025-04-10"
"cosmology","cosmology",6166,42,719,"2025-04-10"
"interchain","cosmology",69427,853,3638,"2025-04-10"
"interchain-query","cosmology",12778,172,1159,"2025-04-10"
"create-cosmwasm-app","cosmology",1164,7,147,"2025-04-10"
"@cosmology-ui/react","cosmology",8056,89,373,"2025-04-10"
"starshipjs","starship",11435,409,1373,"2025-04-10"
"@starship-ci/cli","starship",8610,475,1248,"2025-04-10"
"@starship-ci/client","starship",9166,467,1193,"2025-04-10"
"@launchql/db-templates","launchql",2722,171,383,"2025-04-10"
"@launchql/db-transform","launchql",1181,68,149,"2025-04-10"
"@launchql/ext-achievements","launchql",1341,53,192,"2025-04-10"
"@launchql/ext-jobs-queue","launchql",1788,55,210,"2025-04-10"
"@launchql/ext-jwt-claims","launchql",1526,47,187,"2025-04-10"
"@launchql/ext-types","launchql",2043,111,443,"2025-04-10"
"@launchql/faker","launchql",1714,58,381,"2025-04-10"
"@launchql/inflection","launchql",1616,60,276,"2025-04-10"
"@launchql/totp","launchql",1705,103,391,"2025-04-10"
"@pgql/parse","launchql",34329,1,36,"2025-04-10"
"@pgsql/deparser","launchql",,,,"2025-04-10"
"@pgsql/enums","launchql",934,3,33,"2025-04-10"
"@pgsql/parser","launchql",16182,8,43,"2025-04-10"
"@pgsql/types","launchql",1037231,46054,168104,"2025-04-10"
"@pgsql/utils","launchql",202564,6925,40704,"2025-04-10"
"@pyramation/postgraphile-plugin-fulltext-filter","launchql",51429,2383,10101,"2025-04-10"
"graphile-column-privileges-mutations","launchql",2993,19,235,"2025-04-10"
"libpg-query","launchql",2805298,77035,290594,"2025-04-10"
"pg-proto-parser","launchql",4877,18,199,"2025-04-10"
"pg-query-native-latest","launchql",341,4,21,"2025-04-10"
"pg-utils","launchql",600,18,53,"2025-04-10"
"pgsql-deparser","launchql",2236000,73176,274822,"2025-04-10"
"pgsql-enums","launchql",2252707,73159,274700,"2025-04-10"
"pgsql-parser","launchql",2043038,66492,235025,"2025-04-10"
"@protobufs/cosmos","protobufs",333470,720,7100,"2025-04-10"
"@protobufs/google","protobufs",347596,1067,8686,"2025-04-10"
"@protobufs/gogoproto","protobufs",347293,1066,8638,"2025-04-10"
"@protobufs/cosmwasm","protobufs",139888,233,2064,"2025-04-10"
"@protobufs/tendermint","protobufs",330176,722,7055,"2025-04-10"
"@protobufs/ibc","protobufs",144261,429,2857,"2025-04-10"
"@protobufs/cosmos_proto","protobufs",332525,723,7057,"2025-04-10"
"@protobufs/osmosis","protobufs",10236,64,956,"2025-04-10"
"@protobufs/secret","protobufs",353,4,34,"2025-04-10"
"@protobufs/juno","protobufs",1393,1,128,"2025-04-10"
"@protobufs/akash","protobufs",452,4,32,"2025-04-10"
"@protobufs/regen","protobufs",443,2,35,"2025-04-10"
"@protobufs/pylons","protobufs",272,0,25,"2025-04-10"
"@protobufs/stargaze","protobufs",503,3,37,"2025-04-10"
"@protobufs/bcna","protobufs",374,1,23,"2025-04-10"
"@protobufs/comdex","protobufs",336,4,24,"2025-04-10"
"@protobufs/evmos","protobufs",243,2,19,"2025-04-10"
"@protobufs/axelar","protobufs",207,3,19,"2025-04-10"
"@protobufs/amino","protobufs",146879,418,2226,"2025-04-10"
"@cosmology/protobufjs","protobufs",840497,11641,52866,"2025-04-10"
"@pyramation/protobufjs","protobufs",212919,666,5744,"2025-04-10"
"ast-stringify","utils",860475,9627,46173,"2025-04-10"
"nested-obj","utils",248495,7330,42460,"2025-04-10"
"strfy-json","utils",,,,"2025-04-10"
"schema-typescript","utils",12753,177,646,"2025-04-10"
"etag-hash","utils",49016,445,2356,"2025-04-10"
