"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",608,3,30,"2025-03-19"
"@hyperweb/cli","hyperwebjs",125,2,14,"2025-03-19"
"hyperwebjs","hyperwebjs",1338,169,510,"2025-03-19"
"hyperweb-kit","hyperwebjs",123,1,13,"2025-03-19"
"@hyperweb/build","hyperwebjs",598,32,192,"2025-03-19"
"@hyperweb/ts-json-schema","hyperwebjs",262,7,27,"2025-03-19"
"interchainjs","interchain-js",14797,1067,2176,"2025-03-19"
"injectivejs","interchain-js",7067,145,587,"2025-03-19"
"@interchainjs/utils","interchain-js",16553,1507,3085,"2025-03-19"
"@interchainjs/types","interchain-js",16915,1509,3135,"2025-03-19"
"@interchainjs/auth","interchain-js",14445,1104,2352,"2025-03-19"
"@interchainjs/cosmos","interchain-js",15594,1277,2466,"2025-03-19"
"@interchainjs/cosmos-msgs","interchain-js",384,3,5,"2025-03-19"
"@interchainjs/cosmos-query","interchain-js",379,3,5,"2025-03-19"
"@interchainjs/ethereum","interchain-js",7006,418,929,"2025-03-19"
"@interchainjs/injective","interchain-js",7793,428,934,"2025-03-19"
"@interchainjs/cosmos-types","interchain-js",17746,1166,2667,"2025-03-19"
"@interchainjs/ethermint","interchain-js",796,9,42,"2025-03-19"
"injective-query","interchain-js",92,0,2,"2025-03-19"
"injective-react","interchain-js",2407,148,466,"2025-03-19"
"injective-vue","interchain-js",2094,135,414,"2025-03-19"
"interchain-react","interchain-js",975,5,36,"2025-03-19"
"interchain-kit","cosmos-kit",6154,172,899,"2025-03-19"
"@interchain-kit/core","cosmos-kit",12625,604,1725,"2025-03-19"
"@interchain-kit/react","cosmos-kit",6095,267,991,"2025-03-19"
"@interchain-kit/vue","cosmos-kit",1743,44,156,"2025-03-19"
"cosmos-kit","cosmos-kit",52457,1263,4938,"2025-03-19"
"@cosmos-kit/core","cosmos-kit",705615,9313,37916,"2025-03-19"
"@cosmos-kit/react","cosmos-kit",154393,4343,13749,"2025-03-19"
"@cosmos-kit/react-lite","cosmos-kit",188429,4290,14531,"2025-03-19"
"@cosmos-kit/walletconnect","cosmos-kit",529256,8581,35278,"2025-03-19"
"create-cosmos-app","create-cosmos-app",5791,19,158,"2025-03-19"
"create-interchain-app","create-cosmos-app",1195,9,57,"2025-03-19"
"@interchain-kit/okx-extension","interchain-kit-wallets",5938,444,1076,"2025-03-19"
"@interchain-kit/mock-wallet","interchain-kit-wallets",4591,30,389,"2025-03-19"
"@interchain-kit/leap-extension","interchain-kit-wallets",6065,445,1142,"2025-03-19"
"@interchain-kit/ledger","interchain-kit-wallets",5427,107,679,"2025-03-19"
"@interchain-kit/coin98-extension","interchain-kit-wallets",5486,106,709,"2025-03-19"
"@interchain-kit/leap-mobile","interchain-kit-wallets",5473,120,702,"2025-03-19"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",5355,54,657,"2025-03-19"
"@interchain-kit/keplr-extension","interchain-kit-wallets",6333,521,1235,"2025-03-19"
"@interchain-kit/frontier-extension","interchain-kit-wallets",3832,83,568,"2025-03-19"
"@interchain-kit/station-extension","interchain-kit-wallets",3828,83,567,"2025-03-19"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",3816,84,561,"2025-03-19"
"@interchain-kit/galaxy-station-extension","interchain-kit-wallets",3887,86,581,"2025-03-19"
