"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",657,4,50,"2025-04-17"
"@hyperweb/cli","hyperwebjs",136,5,12,"2025-04-17"
"hyperwebjs","hyperwebjs",1775,135,442,"2025-04-17"
"hyperweb-kit","hyperwebjs",133,3,10,"2025-04-17"
"@hyperweb/build","hyperwebjs",890,129,297,"2025-04-17"
"@hyperweb/ts-json-schema","hyperwebjs",280,9,21,"2025-04-17"
"interchainjs","interchain-js",32150,4608,17817,"2025-04-17"
"injectivejs","interchain-js",7415,182,632,"2025-04-17"
"@interchainjs/utils","interchain-js",36410,5028,20689,"2025-04-17"
"@interchainjs/types","interchain-js",36568,4975,20484,"2025-04-17"
"@interchainjs/auth","interchain-js",31737,4683,17792,"2025-04-17"
"@interchainjs/cosmos","interchain-js",33159,4696,18074,"2025-04-17"
"@interchainjs/cosmos-msgs","interchain-js",403,3,22,"2025-04-17"
"@interchainjs/cosmos-query","interchain-js",394,3,18,"2025-04-17"
"@interchainjs/ethereum","interchain-js",9312,316,2461,"2025-04-17"
"@interchainjs/injective","interchain-js",10222,277,2551,"2025-04-17"
"@interchainjs/cosmos-types","interchain-js",36844,4817,19603,"2025-04-17"
"@interchainjs/ethermint","interchain-js",849,11,61,"2025-04-17"
"injective-query","interchain-js",99,2,7,"2025-04-17"
"injective-react","interchain-js",2928,163,552,"2025-04-17"
"injective-vue","interchain-js",2547,191,484,"2025-04-17"
"interchain-react","interchain-js",1066,1,91,"2025-04-17"
"interchain-kit","cosmos-kit",7831,571,1707,"2025-04-17"
"@interchain-kit/core","cosmos-kit",28038,3543,15779,"2025-04-17"
"@interchain-kit/react","cosmos-kit",10353,1123,4359,"2025-04-17"
"@interchain-kit/vue","cosmos-kit",2271,193,551,"2025-04-17"
"cosmos-kit","cosmos-kit",55332,1015,4632,"2025-04-17"
"@cosmos-kit/core","cosmos-kit",716496,8659,39050,"2025-04-17"
"@cosmos-kit/react","cosmos-kit",163448,4345,18249,"2025-04-17"
"@cosmos-kit/react-lite","cosmos-kit",197494,4523,18001,"2025-04-17"
"@cosmos-kit/walletconnect","cosmos-kit",544306,6846,32418,"2025-04-17"
"create-cosmos-app","create-cosmos-app",5643,60,490,"2025-04-17"
"create-interchain-app","create-cosmos-app",1231,12,53,"2025-04-17"
"@interchain-kit/okx-extension","interchain-kit-wallets",17539,2730,11988,"2025-04-17"
"@interchain-kit/mock-wallet","interchain-kit-wallets",5421,287,830,"2025-04-17"
"@interchain-kit/leap-extension","interchain-kit-wallets",18020,2949,12285,"2025-04-17"
"@interchain-kit/ledger","interchain-kit-wallets",6326,286,967,"2025-04-17"
"@interchain-kit/coin98-extension","interchain-kit-wallets",6724,506,1307,"2025-04-17"
"@interchain-kit/leap-mobile","interchain-kit-wallets",6572,309,1168,"2025-04-17"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",6566,498,1213,"2025-04-17"
"@interchain-kit/keplr-extension","interchain-kit-wallets",18616,2980,12684,"2025-04-17"
"@interchain-kit/frontier-extension","interchain-kit-wallets",4909,419,1127,"2025-04-17"
