"name","category","total","weekly","monthly","timestamp"
"create-hyperweb-app","hyperwebjs",653,7,48,"2025-04-13"
"@hyperweb/cli","hyperwebjs",133,7,10,"2025-04-13"
"hyperwebjs","hyperwebjs",1722,147,477,"2025-04-13"
"hyperweb-kit","hyperwebjs",132,7,10,"2025-04-13"
"@hyperweb/build","hyperwebjs",838,132,260,"2025-04-13"
"@hyperweb/ts-json-schema","hyperwebjs",274,8,16,"2025-04-13"
"interchainjs","interchain-js",29049,4209,15022,"2025-04-13"
"injectivejs","interchain-js",7339,204,541,"2025-04-13"
"@interchainjs/utils","interchain-js",33013,4744,17561,"2025-04-13"
"@interchainjs/types","interchain-js",33211,4683,17397,"2025-04-13"
"@interchainjs/auth","interchain-js",28561,4287,14858,"2025-04-13"
"@interchainjs/cosmos","interchain-js",29959,4284,15284,"2025-04-13"
"@interchainjs/cosmos-msgs","interchain-js",402,2,21,"2025-04-13"
"@interchainjs/cosmos-query","interchain-js",394,3,18,"2025-04-13"
"@interchainjs/ethereum","interchain-js",9158,577,2441,"2025-04-13"
"@interchainjs/injective","interchain-js",10083,543,2567,"2025-04-13"
"@interchainjs/cosmos-types","interchain-js",33638,4757,16689,"2025-04-13"
"@interchainjs/ethermint","interchain-js",845,8,57,"2025-04-13"
"injective-query","interchain-js",98,1,6,"2025-04-13"
"injective-react","interchain-js",2824,167,468,"2025-04-13"
"injective-vue","interchain-js",2412,127,365,"2025-04-13"
"interchain-react","interchain-js",1065,19,91,"2025-04-13"
"interchain-kit","cosmos-kit",7576,619,1534,"2025-04-13"
"@interchain-kit/core","cosmos-kit",26181,4396,14045,"2025-04-13"
"@interchain-kit/react","cosmos-kit",9874,1909,3967,"2025-04-13"
"@interchain-kit/vue","cosmos-kit",2205,221,487,"2025-04-13"
"cosmos-kit","cosmos-kit",54783,1043,4734,"2025-04-13"
"@cosmos-kit/core","cosmos-kit",713782,9011,38802,"2025-04-13"
"@cosmos-kit/react","cosmos-kit",161567,4038,17656,"2025-04-13"
"@cosmos-kit/react-lite","cosmos-kit",195669,4271,17336,"2025-04-13"
"@cosmos-kit/walletconnect","cosmos-kit",541762,7089,32670,"2025-04-13"
"create-cosmos-app","create-cosmos-app",5610,102,449,"2025-04-13"
"create-interchain-app","create-cosmos-app",1220,8,46,"2025-04-13"
"@interchain-kit/okx-extension","interchain-kit-wallets",15937,2943,10410,"2025-04-13"
"@interchain-kit/mock-wallet","interchain-kit-wallets",5342,357,756,"2025-04-13"
"@interchain-kit/leap-extension","interchain-kit-wallets",16377,3131,10689,"2025-04-13"
"@interchain-kit/ledger","interchain-kit-wallets",6253,370,897,"2025-04-13"
"@interchain-kit/coin98-extension","interchain-kit-wallets",6596,626,1180,"2025-04-13"
"@interchain-kit/leap-mobile","interchain-kit-wallets",6494,431,1095,"2025-04-13"
"@interchain-kit/keplr-mobile","interchain-kit-wallets",6401,605,1054,"2025-04-13"
"@interchain-kit/keplr-extension","interchain-kit-wallets",16932,3275,11050,"2025-04-13"
"@interchain-kit/frontier-extension","interchain-kit-wallets",4800,559,1019,"2025-04-13"
"@interchain-kit/station-extension","interchain-kit-wallets",4816,606,1039,"2025-04-13"
"@interchain-kit/cosmostation-extension","interchain-kit-wallets",6897,1736,3132,"2025-04-13"
"@interchain-kit/galaxy-station-extension","interchain-kit-wallets",4857,568,1021,"2025-04-13"
"@interchain-kit/cosmos-extension-metamask","interchain-kit-wallets",4493,663,1693,"2025-04-13"
"@interchain-kit/trust-extension","interchain-kit-wallets",3536,597,1008,"2025-04-13"
"@interchain-kit/leap-cosmos-extension-metamask","interchain-kit-wallets",4319,617,1670,"2025-04-13"
"@interchain-kit/xdefi-extension","interchain-kit-wallets",2058,317,570,"2025-04-13"
"@cosmos-kit/frontier-extension","cosmos-kit-wallets",58546,745,2982,"2025-04-13"
"@cosmos-kit/ledger","cosmos-kit-wallets",70941,1453,6328,"2025-04-13"
"@cosmos-kit/cosmos-extension-metamask","cosmos-kit-wallets",46597,846,5511,"2025-04-13"
"@cosmos-kit/fin","cosmos-kit-wallets",64401,1162,6069,"2025-04-13"
"@cosmos-kit/coin98-extension","cosmos-kit-wallets",65830,1222,5476,"2025-04-13"
"@cosmos-kit/okxwallet-extension","cosmos-kit-wallets",388500,4381,20904,"2025-04-13"
"@cosmos-kit/trust-mobile","cosmos-kit-wallets",351998,4638,21969,"2025-04-13"
"@cosmos-kit/shell","cosmos-kit-wallets",62506,1129,5165,"2025-04-13"
"@cosmos-kit/leap-capsule-social-login","cosmos-kit-wallets",6012,37,290,"2025-04-13"
"@cosmos-kit/cosmostation-extension","cosmos-kit-wallets",455951,5688,26632,"2025-04-13"
"@cosmos-kit/vectis","cosmos-kit-wallets",70457,943,3278,"2025-04-13"
"@cosmos-kit/fin-extension","cosmos-kit-wallets",68511,1191,6015,"2025-04-13"
"@cosmos-kit/ninji","cosmos-kit-wallets",11783,266,637,"2025-04-13"
"@cosmos-kit/station-extension","cosmos-kit-wallets",380116,3890,17842,"2025-04-13"
"@cosmos-kit/coin98","cosmos-kit-wallets",66181,1188,5457,"2025-04-13"
"@cosmos-kit/leap-extension","cosmos-kit-wallets",511302,6783,30982,"2025-04-13"
"@cosmos-kit/exodus","cosmos-kit-wallets",61046,1283,5577,"2025-04-13"
"@cosmos-kit/trust-extension","cosmos-kit-wallets",343304,4595,21902,"2025-04-13"
"@cosmos-kit/leap","cosmos-kit-wallets",491603,6693,31241,"2025-04-13"
"@cosmos-kit/xdefi","cosmos-kit-wallets",376121,3871,18446,"2025-04-13"
"@cosmos-kit/web3auth","cosmos-kit-wallets",25111,313,2129,"2025-04-13"
"@cosmos-kit/initia-extension","cosmos-kit-wallets",5984,19,358,"2025-04-13"
"@cosmos-kit/cosmostation","cosmos-kit-wallets",434017,5333,25448,"2025-04-13"
"@cosmos-kit/shell-extension","cosmos-kit-wallets",63027,1138,5220,"2025-04-13"
"@cosmos-kit/cosmostation-mobile","cosmos-kit-wallets",429772,5202,24737,"2025-04-13"
"@cosmos-kit/vectis-extension","cosmos-kit-wallets",69590,804,3141,"2025-04-13"
"@cosmos-kit/station","cosmos-kit-wallets",379558,3840,17699,"2025-04-13"
"@cosmos-kit/exodus-extension","cosmos-kit-wallets",62255,1233,5540,"2025-04-13"
"@cosmos-kit/leap-mobile","cosmos-kit-wallets",482127,6034,28232,"2025-04-13"
"@cosmos-kit/initia","cosmos-kit-wallets",5534,18,293,"2025-04-13"
"@cosmos-kit/frontier","cosmos-kit-wallets",57804,865,3225,"2025-04-13"
"@cosmos-kit/trust","cosmos-kit-wallets",351032,4650,22194,"2025-04-13"
"@cosmos-kit/compass","cosmos-kit-wallets",68172,1230,5520,"2025-04-13"
"@cosmos-kit/keplr-mobile","cosmos-kit-wallets",507378,6546,31012,"2025-04-13"
"@cosmos-kit/keplr-extension","cosmos-kit-wallets",529654,7078,32554,"2025-04-13"
"@cosmos-kit/ninji-extension","cosmos-kit-wallets",12686,266,693,"2025-04-13"
"@cosmos-kit/compass-extension","cosmos-kit-wallets",73128,1203,5500,"2025-04-13"
"@cosmos-kit/xdefi-extension","cosmos-kit-wallets",391522,4053,19696,"2025-04-13"
"@cosmos-kit/okxwallet","cosmos-kit-wallets",342291,3531,16649,"2025-04-13"
"@cosmos-kit/omni","cosmos-kit-wallets",69205,1401,5930,"2025-04-13"
"@cosmos-kit/keplr","cosmos-kit-wallets",507888,6860,32697,"2025-04-13"
"@cosmos-kit/omni-mobile","cosmos-kit-wallets",71076,1407,5966,"2025-04-13"
"@cosmos-kit/leap-metamask-cosmos-snap","cosmos-kit-wallets",474688,5832,27608,"2025-04-13"
"@cosmwasm/ts-codegen","cosmwasm",1005906,10797,48194,"2025-04-13"
"@cosmwasm/ts-codegen-types","cosmwasm",46713,581,1818,"2025-04-13"
"@cosmwasm/ts-codegen-ast","cosmwasm",47438,578,1910,"2025-04-13"
"wasm-ast-types","cosmwasm",956952,9973,45346,"2025-04-13"
"cosmwasm-typescript-gen","cosmwasm",5507,17,238,"2025-04-13"
"@interchain-ui/react","interchain-ui",173522,5761,21575,"2025-04-13"
"@interchain-ui/vue","interchain-ui",7865,111,578,"2025-04-13"
"@cosmology/telescope","telescope",452051,5509,24945,"2025-04-13"
"@cosmology/lcd","telescope",524100,7593,33164,"2025-04-13"
"@cosmology/ast","telescope",523188,8887,38849,"2025-04-13"
"@cosmology/types","telescope",722765,11623,52014,"2025-04-13"
"@cosmology/utils","telescope",723188,11619,52061,"2025-04-13"
"@cosmology/proto-parser","telescope",722403,11642,52103,"2025-04-13"
"@osmonauts/telescope","telescope",217082,992,6540,"2025-04-13"
"@osmonauts/lcd","telescope",1049133,28188,115987,"2025-04-13"
"@osmonauts/ast","telescope",215499,907,5942,"2025-04-13"
"@osmonauts/utils","telescope",206383,1096,6098,"2025-04-13"
"@osmonauts/types","telescope",216549,870,5387,"2025-04-13"
"@osmonauts/proto-parser","telescope",217384,884,5554,"2025-04-13"
"@dydxprotocol/v4-client-js","dydx",268271,23929,94999,"2025-04-13"
"stargazejs","stargaze",6694,79,298,"2025-04-13"
"@stargaze-zone/chain","stargaze",798,16,94,"2025-04-13"
"@stargaze-zone/contracts","stargaze",908,7,97,"2025-04-13"
"stargaze-query","stargaze",1590,4,77,"2025-04-13"
"stridejs","stride",20823,125,372,"2025-04-13"
"quicksilverjs","quicksilver",4570,8,157,"2025-04-13"
"juno-network","juno",17574,96,340,"2025-04-13"
"@juno-network/assets","juno",1560,69,191,"2025-04-13"
"@osmonauts/math","osmosis",29165,212,1407,"2025-04-13"
"osmojs","osmosis",323845,3344,15570,"2025-04-13"
"osmo-query","osmosis",22560,489,1806,"2025-04-13"
"@chain-registry/client","chain-registry",663374,12323,52749,"2025-04-13"
"@chain-registry/types","chain-registry",2390270,37704,160776,"2025-04-13"
"@chain-registry/keplr","chain-registry",1051064,13695,62587,"2025-04-13"
"@chain-registry/cosmostation","chain-registry",849544,10091,47434,"2025-04-13"
"@chain-registry/osmosis","chain-registry",87996,803,5668,"2025-04-13"
"@chain-registry/juno","chain-registry",43105,594,4569,"2025-04-13"
"@chain-registry/assets","chain-registry",66805,802,6490,"2025-04-13"
"@chain-registry/utils","chain-registry",833984,13554,57371,"2025-04-13"
"chain-registry","chain-registry",1028291,14319,62246,"2025-04-13"
"cosmjs-utils","cosmology",20802,292,1436,"2025-04-13"
"@cosmology/cli","cosmology",5932,36,888,"2025-04-13"
"@cosmology/core","cosmology",17521,84,1311,"2025-04-13"
"cosmology","cosmology",6178,44,731,"2025-04-13"
"interchain","cosmology",69600,576,3398,"2025-04-13"
"interchain-query","cosmology",12802,117,1126,"2025-04-13"
"create-cosmwasm-app","cosmology",1167,8,150,"2025-04-13"
"@cosmology-ui/react","cosmology",8043,107,395,"2025-04-13"
"starshipjs","starship",11650,521,1439,"2025-04-13"
"@starship-ci/cli","starship",8909,753,1407,"2025-04-13"
"@starship-ci/client","starship",9501,780,1386,"2025-04-13"
"@launchql/db-templates","launchql",2727,97,389,"2025-04-13"
"@launchql/db-transform","launchql",1182,40,153,"2025-04-13"
"@launchql/ext-achievements","launchql",1343,10,195,"2025-04-13"
"@launchql/ext-jobs-queue","launchql",1791,11,214,"2025-04-13"
"@launchql/ext-jwt-claims","launchql",1529,10,191,"2025-04-13"
"@launchql/ext-types","launchql",2047,60,448,"2025-04-13"
"@launchql/faker","launchql",1720,14,386,"2025-04-13"
"@launchql/inflection","launchql",1619,13,280,"2025-04-13"
"@launchql/totp","launchql",1709,60,396,"2025-04-13"
"@pgql/parse","launchql",33687,2,36,"2025-04-13"
"@pgsql/deparser","launchql",,,,"2025-04-13"
"@pgsql/enums","launchql",942,8,41,"2025-04-13"
"@pgsql/parser","launchql",16187,11,42,"2025-04-13"
"@pgsql/types","launchql",1049225,41792,161928,"2025-04-13"
"@pgsql/utils","launchql",204188,7326,37978,"2025-04-13"
"@pyramation/postgraphile-plugin-fulltext-filter","launchql",52123,2448,9999,"2025-04-13"
"graphile-column-privileges-mutations","launchql",2989,20,176,"2025-04-13"
"libpg-query","launchql",2808546,71466,280563,"2025-04-13"
"pg-proto-parser","launchql",4882,14,189,"2025-04-13"
"pg-query-native-latest","launchql",354,20,38,"2025-04-13"
"pg-utils","launchql",597,15,60,"2025-04-13"
"pgsql-deparser","launchql",2238238,68499,265486,"2025-04-13"
"pgsql-enums","launchql",2254359,68493,265354,"2025-04-13"
"pgsql-parser","launchql",2043682,61380,228459,"2025-04-13"
"@protobufs/cosmos","protobufs",329094,735,6347,"2025-04-13"
"@protobufs/google","protobufs",343353,1251,8006,"2025-04-13"
"@protobufs/gogoproto","protobufs",343037,1239,7960,"2025-04-13"
"@protobufs/cosmwasm","protobufs",139475,242,1919,"2025-04-13"
"@protobufs/tendermint","protobufs",325800,739,6315,"2025-04-13"
"@protobufs/ibc","protobufs",143861,357,2649,"2025-04-13"
"@protobufs/cosmos_proto","protobufs",328027,735,6311,"2025-04-13"
"@protobufs/osmosis","protobufs",10260,93,868,"2025-04-13"
"@protobufs/secret","protobufs",362,11,43,"2025-04-13"
